Nama Makanan,Gambar,Deskripi,Bahan Makanan,Bahan Dasar,Kalori,Protein,Lemak,Karbohidrat,Kehalalan,Resep,Harga,Alergi
Mie Goreng Setan ,https://github.com/KostKater/ML/blob/main/Gambar/masakan-anak-kos-mie-goreng-setan-akhir-bulan-foto-resep-utama.jpg?raw=true,"Mie goreng pedas yang menggugah selera.
","1 bungkus mie kuning
1 siung bawang putih
1 siung bawang merah
1/2 sdt garam
Caisim
2 butir bakso
1 sosis virgo kecil
1 sdm kecap
2 sdm saus pedas
2 cabai setan
1 batang daun bawang","mie,bawang putih,bawang merah,garam,bakso, sosis,kecap,cabai,daun bawang",400,10,15,50,1,"Langkah 1
Rebus mie, kalo udah mateng tiriskan
Langkah 2
Uleg bumbu
Langkah 3
Potong bakso dan sosis. Aku pake sosis virgo di warung
Langkah 4
Tumis bumbu, masukan bakso dan sosis kemudian di kongsrang kangsreng
Langkah 5
Masukan telur kemudian di orak arik
Langkah 6
Masukan mie, tambahkan kecap dan saus pedas
Langkah 7
Masukan caisim dan daun bawang
Langkah 8
Jadi gais. Wajib coba rasanya endulita","Rp10,000","Kedelai,Gandum"
Ayam kecap,https://github.com/KostKater/ML/blob/main/Gambar/ayam-kecap-masakan-anak-kos-foto-resep-utama.jpg?raw=true,Ayam dimasak dengan kecap yang lezat..,"1/4 kg ayam (saya pakai yang dada/daging)
1 buah jeruk nipis
2 buah bawang merah
2 buah bawang putih
2 lembar daun salam
Sereh sedikit aja
Garam (secukupnya)
Penyedap rasa (sedikit aja/secukupnya)
Kecap manis
Minyak goreng","ayam,jeruk nipis,bawang merah,bawang putih, daun salam,Garam,Kecap,Minyak goreng",300,20,10,30,1,"Langkah 1
Cuci ayam sampai bersih, lalu rendam dengan air jeruk nipis sekitar 3-4 menit (biar nggak amis), kemudian di cuci kembali. Kalau nggak mau repot, boleh skip rendam pake jeruknya.
Langkah 2
Haluskan bawang merah putih.
Langkah 3
Cuci daun salam dan sereh. Kemudian sereh di geprek.
Langkah 4
Panaskan sedikit minyak. Tumis sebentar bawang yang sudah dihaluskan dan sereh.
Langkah 5
Tambahkan air secukupnya. Masukkan daun salam dan ayam, kemudian tunggu sampai mendidih.
Langkah 6
Kalau sudah mendidih, masukkan garam, penyedap dan kecap secukupnya. Kemudian tunggu sampai ayamnya matang dan airnya berkurang/tinggal sedikit.
Langkah 7
Kalau sudah seperti kecoklatan bisa diangkat dan disajikan.","Rp15,000",Kedelai
"Tahu kecap pedas manis
",https://github.com/KostKater/ML/blob/main/Gambar/tahu-kecap-pedas-manis-masakan-anak-kos-sederhana-murmer-foto-resep-utama.jpg?raw=true,Tahu dimasak dengan kecap pedas manis yang menggoda selera.,"1 Bawang putih
3 Bawang merah
secukupnya Lengkuas
1 Tomat
Sedikit terasi
Sedikit merica bubuk
secukupnya Gula
secukupnya Garam
Minyak goreng","Bawang putih, Bawang merah, Lengkuas, Tomat, terasi, merica, Gula, Garam, Minyak goreng",200,10,10,15,1,"Langkah 1
Cuci bersih bawang putih, bawang merah, cabe rawit dan tomat lalu diiris
Langkah 2
Kupas lengkuas lalu dicuci dan diiris
Langkah 3
Tiriskan tahu yang sudah digoreng setengah matang. Kemudian tempatkan di wadah yang berbeda
Langkah 4
Siapkan tahu kemudian potong dengan ukuran sesuai selera. Goreng tahu hingga setengah matang
Langkah 5
Kemudian siapkan panci. Lalu tambahkan minyak goreng. Tunggu hingga panas
Langkah 6
Masukkan bawang merah, bawang putih, lengkuas, cabe rawit dan terasi. Kemudian ditumis
Langkah 7
Masukkan tahu yang sudah digoreng setengah matang dan tomat. Tambahkan merica bubuk secukupnya dan air sesuai selera
Langkah 8
Masukkan kecap (menyesuaikan selera manisnya masing2 orang), gula dan garam
Langkah 9
Tes rasa dan tunggu hingga mendidih. Siap untuk dihidangkan","Rp10,000",0
Nasi goreng,https://github.com/KostKater/ML/blob/main/Gambar/nasi-goreng-simpel-anak-kos-foto-resep-utama.jpg?raw=true,"Nasi yang dimasak dengan santan dan rempah-rempah, menciptakan aroma yang khas.","2 siung bawang putih
Sosis 1 bh (optional)
secukupnya Saos tiram
1 butir Telur
secukupnya Garam
Penyedap rasa
secukupnya Nasi
Minyak goreng
Bubuk Cabai","bawang putih,Sosis,Saos tiram,Telur,Garam,Nasi, Minyak goreng,Cabai",300,10,10,40,1,"Langkah 1
Kupas bawang, kemudian chop kasar
Langkah 2
Potong sosis kemudian sisihkan
Langkah 3
Panaskan minyak goreng di dalam wajan, masukkan sosis. Goreng hingga matang, sisihkan
Langkah 4
Kemudian masukkan telur kedalam wajan penggorengan, masak orak arik dan sisihkan
Langkah 5
Tumis bawang putih hingga kecoklatan (hati-hati karena gampang gosong)
Langkah 6
Masukkan telur + sosis + nasi ke dalam tumisan bawang putih
Langkah 7
Kongsrang kangsreng kemudian tambahkan saos tiram, garam, penyedap dan juga bubuk Cabai secukupnya. Aduk rata nasi hingga bercampur rata dengan bumbu. Koreksi rasa dan walllaaaa nasgor siap dihidangkan.","Rp10,000",Telur
Nasi Uduk,https://github.com/KostKater/ML/blob/main/Gambar/nasi-uduk-kos-kosan-foto-resep-utama.jpg?raw=true,"Nasi yang dimasak dengan santan dan rempah-rempah, menciptakan aroma yang khas.","2 gelas beras
2 bks bumbu nasi uduk kobe
4 butir telur
4 sdm sambal
Sedikit minyak untuk menumis","beras,nasi,telur,sambal,minyak goreng",200,5,5,30,1,"Langkah 1
Masak beras menggunakan rice cooker, tambahkan 2 bks bumbu nasi uduk kobe. Tunggu hingga matang...
Langkah 2
Tumis 4 sdm sambal, pecahkan 4 butir telur. Orak arik hingga telur matang
Langkah 3
Setelah nasi dan telur matang. Tata ke dalam piring. Siap disantap...
","Rp10,000",Telur
Daging teriyaki ,https://github.com/KostKater/ML/blob/main/Gambar/daging-teriyaki-ala-anak-kos-foto-resep-utama.jpg?raw=true,Potongan daging dimasak dengan saus teriyaki yang menggugah selera.,"1/4 kilo daging slice
1/2 buah bawang bombay
2 siung bawang putih
1 sdm saori saus teriyaki
sesuai selera royco sapi
1 sdt gula","sapi,bawang bombay, bawang putih,saus teriyaki,gula",300,20,10,30,1,"Daging slice di cuci
Langkah 2
Cincang bombay dan bawang putih
Langkah 3
Tumis bombay dan bawang putih, dikasih minyak sedikit
Langkah 4
Masukan daging slice dan tambah air sedikit
Langkah 5
Masukan Royco sapi secukupnya dan gula setengah sendok teh","Rp20,000",0
Steak Ayam,https://github.com/KostKater/ML/blob/main/Gambar/14-steak-ayam-ala-anak-kos-foto-resep-utama.jpg?raw=true,Potongan ayam yang digoreng atau dipanggang dengan saus yang lezat.,"donan Ayam
250 gram Fillet dada ayam
1 buah jeruk nipis
1 sdt ketumbar, haluskan
2 siung bawang putih, haluskan
1 sachet tepung serba guna (ayam krispi) & minyakngoreng secukupnya
Sayuran Pelengkap
1 buah wortel (kecil)
1 buah kentang (kecil)
Secukupnya buncis
Saus Steak
Secukupnya saos hot lava volcano
1/2 buah bawang bombay
1 siung bawang putih
Secukupnya saus tiram
Secukupnya lada (putih/hitam bubuk)
Secukupnya gula dan garam
1 sdm tepung maizena, larutkan","ayam,jeruk nipis,ketumbar,bawang putih,tepung,minyak goreng,wortel,kentang,buncis,saos,bawang bombay, bawang putih, saus tiram,lada,gula,garam,tepung maizena",300,25,10,20,1,"Langkah 1
Potong ayam menjadi beberapa bagian. Cuci bersih dengan 1/2 bagian jeruk nipis. Marinasi dengan sisa jeruk nipis, bawang putih & ketumbar yg sudah dihaliskan selama 15 menit
Langkah 2
Siapkan tepung serbaguna di 2 wadah. 1 wadah tepung basah. 1 wadah tepung kering.
Langkah 3
Celupkan ayam yg sudah dimarinasi ke wadah 1. kemudian ke wadah 2. Goreng ayam hingga golden brown. Tiriskan.
Langkah 4
Kupas semua bahan sayur pelengkap & potong ukuran sesuai selera.
Langkah 5
Kukus selama 5-10 menit. Tekstur kematangan kondisional. Tiriskan.
Langkah 6
Tumis bawang bombay & bawang putih hingga sedikit kecoklatan. Masukkan semua bahan saos. Cek rasa. Jika sudah mantap masukan larutan maizena.
Langkah 7
Susun ayam, sayur dan saus sesuai selera. Selamat makan sedulurrr!","Rp15,000",Kacang
Udang tahu sambel,https://github.com/KostKater/ML/blob/main/Gambar/udang-tahu-sambel-simpel-ala-anak-kost-foto-resep-utama.jpg?raw=true,Udang dan tahu dimasak dengan sambal yang pedas dan menggugah selera.,"100 gr Udang
2 buah Tahu
Bumbu
secukupnya Cabai
5 buah bawang merah
2 buah bawang putih
Daun jeruk
Daun bawang
Tomat
Garam
Penyedap rasa","Udang,Tahu,Cabai,bawang merah, bawang putih,Daun jeruk,Daun bawang, Tomat,Garam",200,15,10,10,1,"Langkah 1 Cuci bersih udang dan potong tahu sesuai selera, + ini aku sekalian masak tumis kangkung
Langkah 2
Setelah itu goreng tahu hingga kecoklatan, untuk udang saya hanya tumis sebentar saja lalu angkat
Langkah 3
Setelah itu masukkan cabai yg sudah halus, dan daun jeruk tunggu hingga wangi lalu masuk kan tomat
Langkah 4
Lalu tambahkan garam dan penyedap rasa, koreksi rasa dan masukkan udang dan tahu
Langkah 5
Setelah diaduk rata dan rasanya sudah sesuai selera tambahkan daun bawang untuk mempercantik hidangan dan jadi deh
Langkah 6
Terakhir saya ada tumis kangkung dengan 1 bawang putih dan merah, cabai 2, sedikit saus tiram
Langkah 7
Selesai deh hidangan ala anak Kost dari labuan bajo, kangkungnya lupa di foto heheh","Rp20,000","Kedelai,udang"
Ikan Pindang Saos Tomat,https://github.com/KostKater/ML/blob/main/Gambar/ikan-pindang-saos-tomat-masakan-sederhana-ala-anak-kos-foto-resep-utama.jpg?raw=true,Potongan ikan yang dimasak dengan kuah pindang dan saus tomat.,"4 ekor Ikan pindang
Cabe merah,
cabe hijau
bawang merah
Bawang putih,
Tomat hijau
secukupnya Minyak sayur","Ikan pindang,cabai merah,cabai hijau,bawang merah,Bawang putih, Tomat,Minyak",200,15,10,10,1,"Langkah 1
Cuci bersih ikan pindang (buang tulang dan kepala nya)
Langkah 2
Iris semua bahan (cabe merah, cabe hijau, bawang merah, bawang putih dan tomat hijau)
Langkah 3
Panaskan minyak, selanjutnya goreng ikan pindang sampai berwarna kecoklatan,lalu angkat dan tiriskan, selanjutnya tumis semua bumbu yang sudah diiris,terus masukan ikan pindang, masukkan garam dan gula sedikit tunggu smpai bumbu meresap
Langkah 4
Lalu ikan pindang saos tomat siap dihidangkan dan disantap","Rp25,000",Seafood
Ceker Mercon anak kos,https://github.com/KostKater/ML/blob/main/Gambar/ceker-mercon-anak-kos-foto-resep-utama.jpg?raw=true,Ceker ayam pedas yang cocok untuk anak kos yang menyukai makanan pedas.,"1/4 ceker ayam
9 Cabai rawit
4 bawang merah
2 bawang putih
Garam (secukupnya)
Penyedap
Kecap
Gula pasir
Lada bubuk
Aer","ayam,Cabai rawit,bawang merah,bawang putih,Garam,Kecap, Gula,Lada",200,10,10,10,1,"Langkah 1
Siapkan ceker ayam cuci bersih dan rebus hingga agak empuk. Ini udah aku rebus sebelumnya pake air kunyit karena buat stok kulkas ya.
Langkah 2
Uleg aja semua bumbu (kalo ada blender bisa di blender biar cepet)
Langkah 3
Panaskan minyak kemudian masukan bumbunya dan diaduk hingga wangi.
Langkah 4
Tambahkan air secukupnya.
Langkah 5
Setelah blubuk-blubuk masukkan ceker ayam dan tambahkan seuprit gula serta penyedap rasa (aku pake Magic).
Langkah 6
Koreksi rasa (kalo kurang asin tambah garem lagi)
Langkah 7
Setelah air agak surut tambahkan kecap sesuai selera.
Langkah 8
Setelah bumbu mengental dan meresap, matikan kompor. Hidangkan di piring dan siap disantap. Bisa untuk cemal cemil atau tambah nasi biar sah.
","Rp10,000",Kedelai
Sayur asem/Gangan Asam Kepala patin,https://github.com/KostKater/ML/blob/main/Gambar/sayur-asemgangan-asam-kepala-patin-ala-anak-kost-foto-resep-utama.jpg?raw=true,"Sayur asem dengan kepala patin yang segar, menciptakan rasa asam yang lezat.","1 kepala patin
1 buah timun kecil
4 buah kacang panjang
1 buah tomat
1 buah cabe merah besar
1 butir bawang putih
Secukupnya garam
Secukupnya penyedap rasa (boleh micin/kaldu jamur)
Kunyit Bubuk
Air","Ikan patin,timun,kacang panjang, tomat,cabai merah,bawang putih, garam,Kunyit",200,10,5,20,1,"Langkah 1
Marinasi kepala patin dengan garam, penyedap rasa, kunyit bubuk
Langkah 2
Didihkan air.
Sambil menunggu air mendidih potong2 kacang, cabe, timun, tomat, bawang
Langkah 3
Setelah air mendidih, masukan kepala patin, bawang putih
Langkah 4
Setelah 2-3 menit masukan kacang panjang, cabe. Koreksi rasa, jika masih hambar tambahkan garam & penyedap rasa lagi
Langkah 5
Setelah 1-2 menit masukan timun, tunggu 1 menit lalu masukan tomat.
Masak sampai sayurnya matang & siap d hidangkan","Rp15,000",Kacang
Tahu Tempe Balado,https://github.com/KostKater/ML/blob/main/Gambar/tahu-tempe-balado-anak-kost-foto-resep-utama.jpg?raw=true,Tahu dan tempe dimasak dengan bumbu balado yang pedas dan menggugah selera.,"1 papan Tempe
5 buah Tahu
5 buah Cabai rawit
5 buah Cabai keriting merah
3 siung bawang putih
5 siung bawang merah
1 pcs terasi (opsional kalo alergi di skip aja)
4 lembar daun jeruk (opsional)
1/2 sdt garam
1 sdm gula pasir
1/2 sdt kaldu
1/2 sdt micin
Secukupnya air
Minyak untuk menumis dan menggoreng","Tempe, Tahu, Cabai rawit,Cabai keriting,cabai merah, bawang putih, bawang merah,terasi,daun jeruk,garam, gula,kaldu,air,Minyak goreng",250,15,10,20,1,"Langkah 1
Kupas dan cuci bersih semua bahan
Langkah 2
Potong tahu dan tempe kotak2 dan Rendam tempe tahu pake air garem ini aku tambahin kaldu dikit ±10mnt
Langkah 3
Blender bawang putih, terasi dan cabe²an kasih air dikit biar muter, kalo mau di ulek bisa banget, ini krna aku ga punya ulekan aja 😅
Langkah 4
Potong² bawang merah tipis²
Langkah 5
Goreng tahu & tempe sampe ½ kering lalu sisihkan
Langkah 6
Tumis bawang merah sampe agak kecoklatan, jngn smpe coklat bgt nanti jadinya pait
Langkah 7
Masukan bahan² yang sudah di blender tadi juga daun jeruk (opsional kalo mau ada wangi2nya), garam, micin, dan gula tambahkan air sedikit yaa sekitar 50ml fungsinya biar bahan²nya ga gosong dan potongan cabenya bisa empuk.
Langkah 8
Masak di api sedang cenderung kecil sampe airnya udah ga ada dan minyak²nya mulai keluar lalu koreksi rasa
Langkah 9
Kalo bumbu²nya di rasa udah pas dan udh ngeluarin minyak, masukan tahu dan tempe yg udah digoreng aduk rata sebentar
Langkah 10
Daaann jadiii ini enak banget parah sampe temen² aku pada suka nambah2 terus katanya pedes nagih banget 😋 oh iya dan bumbu balado ini bisa buat ayam ½kg, terong, seafood, dll juga loh
✨ selamat mencoba ✨","Rp10,000",Kedelai
Mie Telur Mielor/Dogmie/Omellete ,https://github.com/KostKater/ML/blob/main/Gambar/mie-telur-mielordogmieomellete-resep-simple-anak-kost-foto-resep-utama.jpg?raw=true,"Mie telur dengan variasi mielor, dogmie, atau omelet sebagai topping yang lezat.","1 bungkus Mie Instant (aku rekomendasikan pakai mie kuah soto/kari yaa!)
1 butir Telur","Mie,Telur",300,15,10,30,1,"Langkah 1
Rebus mie seperti biasa
Langkah 2
Masukkan Telur dalam mangkok, tambahkan bumbu mie instant tadi
Langkah 3
Lanjut jika mie sudah matang, masukkan mie ke dalam mangkok berisi telur + bumbu mie tadi (tdk usah tambah bumbu lagi!!!)
Langkah 4
Jika kedua sisi sudah kecoklatan, tiriskan deh! :D Dimakan pakai nasi hangat dan saos Indofood extrapedas (gk disponsor ^^ tp klo mau boleh bgt yuk indoput yuk wkwk)
Langkah 5
Aduk rata!!!
Langkah 6
Goreng di teflon (di wajan dll jg bisa sih) dengan minyak yang tdk terlalu banyak tp jg jangan dikit banget yahh!
Langkah 7
Masukkan mie tadi, jangan lupa diratakan (gunakan api sedang/kecil!)
Langkah 8
Tips: jangan sering dibalik dogmienya! Nanti takut hancur, dicek2 aja bagian bawahnya klo sudah kecoklatan dan tdk lembek bisa dibalik :D
Langkah 9
Selamat mencoba~","Rp10,000","Telur,Seafood,Gandum"
Opor Ayam Putih,https://github.com/KostKater/ML/blob/main/Gambar/opor-ayam-kuah-putih-foto-resep-utama.jpg?raw=true,Ayam dimasak dengan kuah opor yang putih dan kaya rempah.,"400 gr Ayam broiler (aku pakai 5 potong ayam bagian paha)
200 ml santan
2 batang Sereh
2 lembar daun salam
2 lembar daun jeruk (optional)
8 buah Cabai rawit merah (optional)
Lada putih bubuk
Garam
Gula
Air perasa lemon
Minyak untuk menumis
300 ml air
Bumbu Halus
8 siung bawang merah
8 siung bawang putih
1 ruas jahe
1/2 ruas kencur
4 butir kemiri sangrai
secukupnya Ketumbar","Ayam,santan,Sereh, daun salam, daun jeruk,Cabai rawit,cabai merah,Lada, Garam, Gula,lemon,Minyak,air,bawang merah, bawang putih,jahe,kencur,kemiri,Ketumbar",300,20,10,20,1,"Langkah 1
Cuci bersih ayam, kemudian marinasi ayam dengan air perasan lemon dan garam, diamkan 30 menit
Langkah 2
Tumis semua bumbu halus sampai wangi dan kecokelatan. Masukan sereh, daun salam, daun jeruk, dan irisan Cabai rawit merah lalu tumis hingga harum.
Langkah 3
Masukan ayam yang telah dimarinasi kedalam tumisan bumbu halus, masak hingga setengah matang beri garam, lada, dan gula. Koreksi rasa.
Langkah 4
Masukan air kedalam tumisan ayam, masak selama 10-15 menit (sampai air menyusut)
Langkah 5
Masukan santan. Diamkan hingga mendidih kemudian koreksi rasa.","Rp15,000",0
Semur Ayam Kecap Pedas,https://github.com/KostKater/ML/blob/main/Gambar/semur-ayam-kecap-pedas-ala-anak-kost-foto-resep-utama.jpg?raw=true,"Ayam dimasak dengan kecap pedas ala semur, menghasilkan rasa yang kaya dan enak.","500 gr dada ayam
1 sachet kecap
Secukupnya garam
Secukupnya lada bubuk
Secukupnya gula merah
Secukupnya penyedap rasa
Bumbu halus :
3 siung bawang merah
2 siung bawang putih
1 ruas kecil jahe
1/2 sdt ketumbar
5 buah cabai rawit (boleh ditambah sesuai selera)
Bumbu aromatik :
1/2 siung bawang bombay
1 lembar daun salam
2 lembar daun jeruk
1 ruas sereh
2 irisan lengkuas","ayam,kecap, garam,lada, gula merah,bawang merah, bawang putih,jahe,ketumbar,cabai rawit,bawang bombay, daun salam, daun jeruk, sereh,lengkuas",300,20,10,20,1,"Langkah 1
Cuci bersih daging ayam kemudian potong kecil seperti dadu
Langkah 2
Goreng daging ayam dengan sedikit minyak hingga sedikit kecoklatan atau dirasa cukup matang lalu tiriskan
Langkah 3
Haluskan semua bumbu halus
Langkah 4
Iris bawang bombay dan geprek sereh
Langkah 5
Panaskan minyak, tumis bumbu yang telah dihaluskan hingga tercium aroma wangi kemudian masukkan bawang bombay, sereh, lengkuas, daun salam, daun jeruk dan gula merah secara bertahap
Langkah 6
Masukkan daging ayam yang telah digoreng sebelumnya kemudian tambahkan sedikit air (saya kira-kira 1/4 gelas)
Langkah 7
Tambahkan garam, lada bubuk, kecap, penyedap rasa dan aduk hingga merata. Jangan lupa test rasa kalau ada yang dirasa kurang bisa ditambah
Langkah 8
Tunggu hingga airnya menyusut, kemudian setelah itu bisa dihidangkan.","Rp15,000",Kedelai
Ayam Tempe Kuah Kuning,https://github.com/KostKater/ML/blob/main/Gambar/ayam-tempe-kuah-kuning-ala-anak-kos-foto-resep-utama.jpg?raw=true,Ayam dan tempe dengan kuah kuning yang lezat dan gurih.,"Tempe
Ayam
5 buah cabai rawit
Daun bawang
Kunyit
Penyedap rasa
Air
Minyak goreng","Tempe, Ayam,cabai rawit,Daun bawang,Kunyit,Air,Minyak goreng",300,20,10,20,1,"Langkah 1
Goreng tempe dan ayam, kemudian tiriskan.
Langkah 2
Tumis cabai rawit dan daun bawang yang sudah di potong-potong.
Langkah 3
Tambahkan kunyit dan air sesuai selera.
Langkah 4
Masukkan tempe dan ayam yang sudah di goreng tadi, kemudian tambahkan penyedap rasa sesuai selera. Bila sudah matang siap di makan dengan nasi hangat.","Rp15,000",Kedelai
Ayam suwir ,https://github.com/KostKater/ML/blob/main/Gambar/ayam-suwir-foto-resep-utama.jpg?raw=true,"Potongan ayam yang disuwir menjadi serat-serat halus, cocok untuk berbagai hidangan.","1/2 Dada ayam Fillet
1 buah tomat
3 siung bawang merah
3 siung bawang putih
Secukupnya cabai
1 bungkus masako rasa Ayam/Sapi sesuai selera
Lada bubuk","ayam, tomat, bawang merah,bawang putih,cabai,masako,Lada",200,15,5,15,1,"Langkah 1
Cuci bersih 1/2 kg Ayam fille tadi, lalu masukkan kedalam panci, dan rebus hingga matang.
Langkah 2
Sembari menunggu Ayam matang, bersihkan cabai sesuai selera, jika mau pedas bisa digunakan banyak, selain cabai ada Bawang merah dan Bawang putih berserta tomat dicuci hingga bersih saja.
Langkah 3
Dikarenakan saya tidak memiliki blender dikost, jadi saya memiliki dua saran yang sudah dicoba keduanya.
Langkah 4
Pertama, semua bumbu yang dicuci tadi di potong-potong kecil seperti potongan oseng.
Langkah 5
Kedua, bisa menggunakan alat seperti blender manual ini. Di blender hingga semua tercacah, lalu tambahkan sedikit minyak/air agar sari bumbunya tidak terbuang.
Langkah 6
Setelah ayam matang, bisa di tiriskan lalu di suwir, apabila memiliki blender manual bisa dimasukkan kedalam sana untuk mendapatkan hasil suwiran yang tipis dan rata.
Langkah 7
Oseng bumbu terlebih dahulu hingga harum.
Langkah 8
Apabila sudah harum, masukkan ayam yang sudah di suwir, di aduk hingga bumhu merata di Ayam. Dapat menambahkan sedikit air untuk yang tidak suka ayam suwir terlalu kering.
Langkah 9
Tambahkan penyedap rasa sesuai selera, lalu koreksi rasa.
Langkah 10
Di oseng hingga ayam siap untuk disajikan.","Rp15,000",0
Telor Orak Arik ,https://github.com/KostKater/ML/blob/main/Gambar/orak-arik-telur-foto-resep-utama.jpg?raw=true,"Telur yang diorak-arik dengan bumbu dan sayuran, menghasilkan hidangan yang lezat dan bergizi.","1 butir telur ayam
1 buah Bawang bombay cincang halus
2 siung bawang putih iris tipis
1 buah Cabai rawit (optional, boleh skip untuk yg ga suka pede)
1 siung bawang merah, geprek lalu iris kecil kecil
Garam,
Gula,
Penyedap rasa (aku pake madako sapi)
Merica/lada Bubuk
Saos
Kecap
5 sendok makan air
Minyak untuk menggoreng","telur,Bawang bombay,bawang putih,Cabai rawit,bawang merah,Garam, Gula,Merica,Bubuk,Saos, Kecap,Minyak goreng",150,10,10,5,1,"Langkah 1
Dalam wajan panaskan minyak secukupnya sampai panas kmudian tumis bawang merah, bawang putih, bawang bombay dan cabai bersamaan, sampai harum.
Langkah 2
Tambahkan kecap, saos, gula, garam, takaran lada sesuai selera. Aduk sampai rata kemudian beri air. Koreksi rasa.
Langkah 3
Setelah rasanya pas di lidah kalian, boleh langsung masukan telur.
Langkah 4
Orak arik telur hingga bumbu dan telur nya menyatu.
Langkah 5
Angkat dan tiriskan. Di jamin easanya endulitaa","Rp10,000","Telur,Kedelai"
Chicken Steak with mushroom sauce ,https://github.com/KostKater/ML/blob/main/Gambar/chicken-steak-with-mushroom-sauce-ala-anak-kost-foto-resep-utama.jpg?raw=true,Steak ayam dengan saus jamur yang kaya rasa dan lezat.,"Bahan Steak
2 Paha Ayam, buang tulangnya
5 Sdm saus BBQ
1 Sdm saus tomat
1/2 sdt lada hitam
1/2 sdt kaldu jamur
3 siung bawang putih
1/2 sdt garam
Bahan Saus Mushroom
125 gram Jamur Kancing/champignon
250-300 ml Susu
1 sdm tepung terigu
50 grm Keju
1/2 sdt kaldu jamur
1 Sdm mentega
1/2 sdt lada
2 siung bawang putih
1/2 sdt italian herbs","Ayam,saus tomat,lada hitam, kaldu jamur, bawang putih,Jamur, Susu,tepung terigu,Keju,kaldu jamur, mentega,lada,bawang putih,",300,25,10,20,1,"Langkah 1
Buang tulang dari paha ayam, dan sayat sayat
Langkah 2
Siapkan bumbu marinasi : saus BBQ, Saus tomat. kaldu jamur, lada hitam, bawang putih halus, dan garam. campur rata
kemudian baluri ayam dan marinasi sekitar 30-40 menit
saya pakai #GaramDaunSalam karena rasanya lebih gurih
Langkah 3
Sembari menunggu ayam di marinasi, rebus sayuran untuk pelengkap
dan membuat saus mushroom.
cincang halus bawang putih,iris tipis jamur, dan siapkan keju parut
Langkah 4
Panaskan margarin dan tumis jamur hingga layu, masukan tepung terigu aduk rata
kemudian masukkan Susu, kaldu jamur, sedikit garam, italian herbs dan lada. aduk rata
terakhir masukkan keju, koreksi rasa dan setelah sedikit mengental angkat
Langkah 5
Panaskan wajan dan olesi sedikit minyak, panggang ayam hingga matang kecoklatan. oleskan semua sisa saus marinasi ke atas daging ayam. sesuaikan kematangan menurut selera
Langkah 6
Sajikan steak ayam dengan sayuran dan saus mushroom","Rp20,000","susu,Gandum"
Tahu Balutan Telur Saus Tiram ,https://github.com/KostKater/ML/blob/main/Gambar/145-tahu-balutan-telur-saus-tiram-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Tahu yang dibalut dengan telur dan disajikan dengan saus tiram, menciptakan hidangan yang lezat dan gurih.","Bahan Saus:
4 bh tomat (keluarkan bijinya) (Tujuan: supaya ga kayak sambal)
4 bh cabe merah keriting merah (tujuan: kaya rasa dan warna)
2 bh cabe rawit kecil (tujuan: rasa pedas sedikit)
1 sdm kecap tim ikan (tujuan kaya rasa)
2 sdm saus tiram (tujuan kaya rasa)
Bahan Tahu Telur:
4 bh tahu kotak potong dadu
1 bh telur ayam (Tujuan: efek lembut ke tahunya)
Bahan Taburan Rasa:
1/2 sdt garam
1/2 sdt lada hitam (Tujuan: sensasi gurih)
Bahan Bumbu Dasar:
6 bh bawang merah (Tujuan: jumlah banyak untuk tumis gurih)
4 bh bawang putih (Tujuan: biar balance aja)","tomat, cabai merah,cabai rawit, kecap,saus tiram,Tahu,Telur,telur, ayam,garam,lada,bawang merah,bawang putih",200,10,10,10,1,"Langkah 1
Siapkan bahan sausnya kak untuk warna merah. Doi aku rebus dulu kak, supaya gampang ku ulek
Langkah 2
Nah, setelah ku rebus, ku keluarkan bijinya. 🥰
Langkah 3
Bawang setelah di cuci😀
Langkah 4
Di iris tipis-tipis. Kenapa ga aku ulek sekalian? Soalnya aku pengen ada efek krenyes-krenyes 😀
Langkah 5
Tahu direbus kak supaya doi ga hancur😃
Langkah 6
Setelah doi kaku efek direbus🥰
Langkah 7
Campur ke mangkok isi telur kak. Aduk-aduk. 😀
Langkah 8
Tumis tahu telur. Kasih minyak sedikit kak. Tujuan supaya kecampur telurnya dan tiris dari air😄
Langkah 9
Oke tunggu sampe set😀
Langkah 10
Nah, lumayan telurnya meresap dan kering 🥰
Langkah 11
Sangrai irisan bawang kak. Bisa pake minyak sedikit😀
Langkah 12
Masukkan ulekan tomat dan cabe. Tambahkan kecap tim ikan, saus tiram, garam, dan lada hitam😄
Langkah 13
Uda tiris😀
Langkah 14
Masukkan mangkok😄
Langkah 15
Siapp dihidangkan 😀","Rp10,000","Telur,Kedelai,Seafood"
